name,p_max_mpa,v_pm_mps,x_pm_m,omega_sum_kg,W_0_m3,delta_kg_m3,type,num_powders
С 4/0.350 11/0.250 13/0.200 14/0.200 3.0,308.94,950.00,4.425,3.000,0.003333,900.0,Свободная,4
С 4/0.350 13/0.250 14/0.200 15/0.200 3.0,300.31,950.00,2.880,3.000,0.003333,900.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 13/0.200 3.0,251.60,950.00,3.485,3.000,0.003333,900.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 14/0.200 3.0,221.83,950.00,4.417,3.000,0.003333,900.0,Свободная,4
С 5/0.350 8/0.250 10/0.200 13/0.200 3.0,227.21,950.00,4.375,3.000,0.003333,900.0,Свободная,4
С 5/0.350 8/0.250 14/0.200 15/0.200 3.0,218.19,950.00,4.866,3.000,0.003333,900.0,Свободная,4
С 5/0.350 9/0.250 13/0.200 14/0.200 3.0,263.55,950.00,3.392,3.000,0.003333,900.0,Свободная,4
С 5/0.350 9/0.250 13/0.200 15/0.200 3.0,225.81,950.00,4.762,3.000,0.003333,900.0,Свободная,4
С 5/0.350 10/0.250 13/0.200 14/0.200 3.0,232.34,950.00,4.543,3.000,0.003333,900.0,Свободная,4
С 5/0.350 11/0.250 13/0.200 14/0.200 3.0,292.44,950.00,4.964,3.000,0.003333,900.0,Свободная,4
С 5/0.350 13/0.250 14/0.200 15/0.200 3.0,277.14,950.00,3.274,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 11/0.200 3.0,272.54,950.00,4.047,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 13/0.200 3.0,336.11,950.00,2.067,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 14/0.200 3.0,295.27,950.00,2.507,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 15/0.200 3.0,251.15,950.00,3.354,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 11/0.200 13/0.200 3.0,372.59,950.00,2.093,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 11/0.200 14/0.200 3.0,335.46,950.00,2.547,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 11/0.200 15/0.200 3.0,295.11,950.00,3.452,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 13/0.200 15/0.200 3.0,368.72,950.00,1.829,3.000,0.003333,900.0,Свободная,4
С 8/0.350 9/0.250 14/0.200 15/0.200 3.0,324.26,950.00,2.199,3.000,0.003333,900.0,Свободная,4
С 8/0.350 10/0.250 11/0.200 14/0.200 3.0,302.07,950.00,3.313,3.000,0.003333,900.0,Свободная,4
С 8/0.350 10/0.250 11/0.200 15/0.200 3.0,266.12,950.00,4.768,3.000,0.003333,900.0,Свободная,4
С 8/0.350 10/0.250 11/0.200 13/0.200 3.0,335.11,950.00,2.645,3.000,0.003333,900.0,Свободная,4
С 8/0.350 10/0.250 13/0.200 15/0.200 3.0,323.72,950.00,2.266,3.000,0.003333,900.0,Свободная,4
С 8/0.350 10/0.250 13/0.200 14/0.200 3.0,378.30,950.00,1.774,3.000,0.003333,900.0,Свободная,4
С 8/0.350 10/0.250 14/0.200 15/0.200 3.0,284.16,950.00,2.787,3.000,0.003333,900.0,Свободная,4
С 8/0.350 11/0.250 13/0.200 15/0.200 3.0,373.26,950.00,2.340,3.000,0.003333,900.0,Свободная,4
С 8/0.350 11/0.250 14/0.200 15/0.200 3.0,338.16,950.00,2.902,3.000,0.003333,900.0,Свободная,4
С 9/0.350 10/0.250 11/0.200 13/0.200 3.0,302.03,950.00,3.546,3.000,0.003333,900.0,Свободная,4
С 9/0.350 10/0.250 11/0.200 14/0.200 3.0,272.35,950.00,4.653,3.000,0.003333,900.0,Свободная,4
С 9/0.350 10/0.250 13/0.200 14/0.200 3.0,331.26,950.00,2.223,3.000,0.003333,900.0,Свободная,4
С 9/0.350 10/0.250 14/0.200 15/0.200 3.0,247.73,950.00,3.745,3.000,0.003333,900.0,Свободная,4
С 9/0.350 11/0.250 13/0.200 14/0.200 3.0,380.82,950.00,2.304,3.000,0.003333,900.0,Свободная,4
С 9/0.350 11/0.250 14/0.200 15/0.200 3.0,306.81,950.00,4.005,3.000,0.003333,900.0,Свободная,4
С 10/0.350 11/0.250 13/0.200 14/0.200 3.0,332.25,950.00,3.357,3.000,0.003333,900.0,Свободная,4
С 10/0.350 11/0.250 13/0.200 15/0.200 3.0,295.17,950.00,4.966,3.000,0.003333,900.0,Свободная,4
С 10/0.350 13/0.250 14/0.200 15/0.200 3.0,332.38,950.00,2.329,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.300 6/0.200 10/0.100 3.0,385.91,950.00,4.377,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.300 7/0.200 8/0.100 3.0,386.17,950.00,3.905,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.300 7/0.200 9/0.100 3.0,376.16,950.00,4.319,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.300 7/0.200 10/0.100 3.0,362.70,950.00,4.986,3.000,0.003333,900.0,Свободная,4
С 3/0.400 4/0.300 7/0.200 15/0.100 3.0,375.52,950.00,4.582,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 6/0.200 10/0.100 3.0,368.99,950.00,4.664,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 6/0.200 9/0.100 3.0,381.52,950.00,4.103,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 6/0.200 15/0.100 3.0,381.57,950.00,4.319,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 7/0.200 8/0.100 3.0,368.56,950.00,4.178,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 7/0.200 9/0.100 3.0,359.36,950.00,4.608,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 7/0.200 14/0.100 3.0,378.51,950.00,4.061,3.000,0.003333,900.0,Свободная,4
С 3/0.400 5/0.300 7/0.200 15/0.100 3.0,358.47,950.00,4.895,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 12/0.100 3.0,387.54,950.00,2.652,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 13/0.100 3.0,228.67,950.00,4.174,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 14/0.100 3.0,215.01,950.00,4.715,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.300 10/0.200 12/0.100 3.0,364.08,950.00,3.258,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.300 13/0.200 14/0.100 3.0,278.84,950.00,2.975,3.000,0.003333,900.0,Свободная,4
С 3/0.400 8/0.300 13/0.200 15/0.100 3.0,258.89,950.00,3.436,3.000,0.003333,900.0,Свободная,4
С 3/0.400 9/0.300 10/0.200 12/0.100 3.0,341.46,950.00,4.294,3.000,0.003333,900.0,Свободная,4
С 3/0.400 9/0.300 13/0.200 14/0.100 3.0,250.56,950.00,3.767,3.000,0.003333,900.0,Свободная,4
С 3/0.400 9/0.300 13/0.200 15/0.100 3.0,232.39,950.00,4.451,3.000,0.003333,900.0,Свободная,4
С 3/0.400 13/0.300 14/0.200 15/0.100 3.0,302.36,950.00,2.804,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.300 6/0.200 9/0.100 3.0,389.88,950.00,4.199,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.300 6/0.200 10/0.100 3.0,376.48,950.00,4.846,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.300 6/0.200 15/0.100 3.0,389.84,950.00,4.444,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.300 7/0.200 8/0.100 3.0,375.72,950.00,4.290,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.300 7/0.200 9/0.100 3.0,365.54,950.00,4.794,3.000,0.003333,900.0,Свободная,4
С 4/0.400 5/0.300 7/0.200 14/0.100 3.0,386.56,950.00,4.152,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 13/0.100 3.0,229.43,950.00,4.198,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 14/0.100 3.0,214.15,950.00,4.825,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.300 10/0.200 12/0.100 3.0,374.76,950.00,3.170,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.300 13/0.200 15/0.100 3.0,262.63,950.00,3.380,3.000,0.003333,900.0,Свободная,4
С 4/0.400 8/0.300 14/0.200 15/0.100 3.0,229.72,950.00,4.373,3.000,0.003333,900.0,Свободная,4
С 4/0.400 9/0.300 10/0.200 12/0.100 3.0,349.47,950.00,4.301,3.000,0.003333,900.0,Свободная,4
С 4/0.400 9/0.300 13/0.200 14/0.100 3.0,253.32,950.00,3.738,3.000,0.003333,900.0,Свободная,4
С 4/0.400 9/0.300 13/0.200 15/0.100 3.0,233.58,950.00,4.487,3.000,0.003333,900.0,Свободная,4
С 4/0.400 13/0.300 14/0.200 15/0.100 3.0,310.81,950.00,2.698,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 12/0.100 3.0,372.83,950.00,2.918,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 13/0.100 3.0,214.10,950.00,4.712,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.300 10/0.200 12/0.100 3.0,350.16,950.00,3.640,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.300 13/0.200 15/0.100 3.0,242.46,950.00,3.846,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.300 14/0.200 15/0.100 3.0,213.80,950.00,4.940,3.000,0.003333,900.0,Свободная,4
С 5/0.400 8/0.300 13/0.200 14/0.100 3.0,261.82,950.00,3.294,3.000,0.003333,900.0,Свободная,4
С 5/0.400 9/0.300 10/0.200 12/0.100 3.0,328.71,950.00,4.912,3.000,0.003333,900.0,Свободная,4
С 5/0.400 9/0.300 13/0.200 14/0.100 3.0,234.81,950.00,4.238,3.000,0.003333,900.0,Свободная,4
С 5/0.400 13/0.300 14/0.200 15/0.100 3.0,283.98,950.00,3.108,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 11/0.100 3.0,266.45,950.00,3.370,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 13/0.100 3.0,298.40,950.00,2.438,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 14/0.100 3.0,279.54,950.00,2.697,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 15/0.100 3.0,257.84,950.00,3.113,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 11/0.200 13/0.100 3.0,337.06,950.00,2.471,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 11/0.200 14/0.100 3.0,320.02,950.00,2.740,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 11/0.200 15/0.100 3.0,300.47,950.00,3.181,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 13/0.200 15/0.100 3.0,377.76,950.00,1.741,3.000,0.003333,900.0,Свободная,4
С 8/0.400 9/0.300 14/0.200 15/0.100 3.0,332.57,950.00,2.077,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.300 11/0.200 13/0.100 3.0,297.80,950.00,3.370,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.300 11/0.200 14/0.100 3.0,282.29,950.00,3.819,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.300 11/0.200 15/0.100 3.0,265.25,950.00,4.598,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.300 13/0.200 15/0.100 3.0,323.57,950.00,2.232,3.000,0.003333,900.0,Свободная,4
С 8/0.400 10/0.300 14/0.200 15/0.100 3.0,283.58,950.00,2.739,3.000,0.003333,900.0,Свободная,4
С 8/0.400 11/0.300 13/0.200 15/0.100 3.0,382.02,950.00,2.334,3.000,0.003333,900.0,Свободная,4
С 8/0.400 11/0.300 14/0.200 15/0.100 3.0,348.00,950.00,2.886,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.300 13/0.200 14/0.100 3.0,299.92,950.00,2.596,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.300 13/0.200 15/0.100 3.0,276.98,950.00,3.004,3.000,0.003333,900.0,Свободная,4
С 9/0.400 10/0.300 14/0.200 15/0.100 3.0,242.71,950.00,3.818,3.000,0.003333,900.0,Свободная,4
С 9/0.400 11/0.300 13/0.200 14/0.100 3.0,363.00,950.00,2.757,3.000,0.003333,900.0,Свободная,4
С 9/0.400 11/0.300 13/0.200 15/0.100 3.0,343.28,950.00,3.226,3.000,0.003333,900.0,Свободная,4
С 9/0.400 11/0.300 14/0.200 15/0.100 3.0,313.75,950.00,4.184,3.000,0.003333,900.0,Свободная,4
С 10/0.400 11/0.300 13/0.200 14/0.100 3.0,314.69,950.00,4.528,3.000,0.003333,900.0,Свободная,4
С 10/0.400 13/0.300 14/0.200 15/0.100 3.0,348.62,950.00,2.141,3.000,0.003333,900.0,Свободная,4
С 3/0.250 4/0.250 8/0.250 13/0.250 3.0,353.97,950.00,2.522,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 4/0.250 8/0.250 14/0.250 3.0,297.06,950.00,3.514,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 4/0.250 9/0.250 14/0.250 3.0,267.53,950.00,4.653,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 4/0.250 9/0.250 13/0.250 3.0,319.74,950.00,3.186,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 4/0.250 10/0.250 13/0.250 3.0,277.62,950.00,4.574,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 4/0.250 13/0.250 15/0.250 3.0,316.47,950.00,3.580,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 8/0.250 13/0.250 3.0,334.66,950.00,2.752,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 8/0.250 14/0.250 3.0,282.85,950.00,3.804,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 9/0.250 13/0.250 3.0,303.79,950.00,3.460,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 9/0.250 14/0.250 3.0,256.36,950.00,4.994,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 10/0.250 13/0.250 3.0,264.93,950.00,4.942,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 13/0.250 14/0.250 3.0,368.38,950.00,2.488,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 5/0.250 13/0.250 15/0.250 3.0,299.86,950.00,3.913,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 14/0.250 3.0,369.85,950.00,2.187,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 11/0.250 3.0,348.69,950.00,4.430,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 10/0.250 3.0,260.61,950.00,4.212,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 15/0.250 3.0,297.65,950.00,3.342,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 10/0.250 13/0.250 3.0,382.82,950.00,2.139,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 10/0.250 15/0.250 3.0,256.98,950.00,4.819,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 10/0.250 14/0.250 3.0,320.86,950.00,2.909,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 8/0.250 14/0.250 15/0.250 3.0,366.43,950.00,2.362,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 9/0.250 10/0.250 13/0.250 3.0,345.65,950.00,2.648,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 9/0.250 10/0.250 14/0.250 3.0,289.54,950.00,3.731,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 9/0.250 11/0.250 14/0.250 3.0,379.44,950.00,3.963,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 9/0.250 14/0.250 15/0.250 3.0,330.56,950.00,2.975,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 10/0.250 11/0.250 13/0.250 3.0,389.85,950.00,3.941,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 10/0.250 13/0.250 15/0.250 3.0,341.78,950.00,2.925,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 10/0.250 14/0.250 15/0.250 3.0,285.48,950.00,4.262,3.000,0.002927,1025.0,Свободная,4
С 3/0.250 11/0.250 14/0.250 15/0.250 3.0,381.48,950.00,4.655,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 5/0.250 8/0.250 13/0.250 3.0,339.26,950.00,2.713,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 5/0.250 8/0.250 14/0.250 3.0,283.73,950.00,3.844,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 5/0.250 9/0.250 13/0.250 3.0,306.20,950.00,3.462,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 5/0.250 13/0.250 14/0.250 3.0,375.57,950.00,2.431,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 5/0.250 13/0.250 15/0.250 3.0,302.02,950.00,3.942,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 10/0.250 3.0,262.83,950.00,4.212,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 11/0.250 3.0,354.83,950.00,4.441,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 14/0.250 3.0,381.65,950.00,2.090,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 8/0.250 10/0.250 14/0.250 3.0,328.36,950.00,2.823,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 8/0.250 10/0.250 15/0.250 3.0,260.03,950.00,4.824,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 8/0.250 14/0.250 15/0.250 3.0,378.40,950.00,2.256,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 9/0.250 10/0.250 13/0.250 3.0,355.23,950.00,2.550,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 9/0.250 10/0.250 14/0.250 3.0,294.72,950.00,3.672,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 9/0.250 11/0.250 14/0.250 3.0,387.46,950.00,3.917,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 9/0.250 14/0.250 15/0.250 3.0,339.50,950.00,2.875,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 10/0.250 13/0.250 15/0.250 3.0,352.03,950.00,2.814,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 10/0.250 14/0.250 15/0.250 3.0,291.29,950.00,4.202,3.000,0.002927,1025.0,Свободная,4
С 4/0.250 11/0.250 14/0.250 15/0.250 3.0,389.58,950.00,4.643,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 10/0.250 3.0,248.68,950.00,4.634,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 14/0.250 3.0,354.21,950.00,2.342,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 15/0.250 3.0,284.06,950.00,3.649,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 8/0.250 10/0.250 13/0.250 3.0,366.26,950.00,2.293,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 8/0.250 10/0.250 14/0.250 3.0,307.04,950.00,3.150,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 8/0.250 14/0.250 15/0.250 3.0,350.37,950.00,2.547,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 9/0.250 10/0.250 14/0.250 3.0,276.28,950.00,4.098,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 9/0.250 10/0.250 13/0.250 3.0,331.02,950.00,2.857,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 9/0.250 11/0.250 14/0.250 3.0,368.79,950.00,4.370,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 9/0.250 13/0.250 15/0.250 3.0,377.53,950.00,2.321,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 9/0.250 14/0.250 15/0.250 3.0,315.80,950.00,3.241,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 10/0.250 11/0.250 13/0.250 3.0,377.71,950.00,4.347,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 10/0.250 13/0.250 15/0.250 3.0,326.75,950.00,3.185,3.000,0.002927,1025.0,Свободная,4
С 5/0.250 10/0.250 14/0.250 15/0.250 3.0,272.32,950.00,4.736,3.000,0.002927,1025.0,Свободная,4
С 8/0.250 9/0.250 10/0.250 11/0.250 3.0,374.74,950.00,3.509,3.000,0.002927,1025.0,Свободная,4
С 8/0.250 9/0.250 10/0.250 15/0.250 3.0,329.89,950.00,2.689,3.000,0.002927,1025.0,Свободная,4
С 8/0.250 10/0.250 11/0.250 15/0.250 3.0,376.05,950.00,4.016,3.000,0.002927,1025.0,Свободная,4
С 9/0.250 10/0.250 14/0.250 15/0.250 3.0,368.72,950.00,2.376,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 4/0.200 9/0.200 13/0.200 3.0,271.42,950.00,4.613,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 4/0.200 13/0.200 14/0.200 3.0,318.17,950.00,3.394,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 5/0.200 8/0.200 13/0.200 3.0,284.12,950.00,3.911,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 5/0.200 9/0.200 13/0.200 3.0,263.29,950.00,4.842,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 5/0.200 13/0.200 14/0.200 3.0,306.40,950.00,3.603,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 9/0.200 13/0.200 3.0,347.76,950.00,2.520,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 9/0.200 14/0.200 3.0,303.82,950.00,3.226,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 9/0.200 15/0.200 3.0,255.72,950.00,4.797,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 10/0.200 13/0.200 3.0,311.86,950.00,3.183,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 10/0.200 14/0.200 3.0,271.59,950.00,4.215,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 11/0.200 13/0.200 3.0,379.78,950.00,3.277,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 11/0.200 14/0.200 3.0,342.66,950.00,4.380,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 13/0.200 15/0.200 3.0,345.04,950.00,2.701,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 8/0.200 14/0.200 15/0.200 3.0,300.47,950.00,3.522,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 9/0.200 11/0.200 13/0.200 3.0,358.37,950.00,4.061,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 9/0.200 13/0.200 14/0.200 3.0,375.87,950.00,2.321,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 9/0.200 13/0.200 15/0.200 3.0,318.75,950.00,3.258,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 9/0.200 14/0.200 15/0.200 3.0,277.40,950.00,4.367,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 10/0.200 13/0.200 14/0.200 3.0,337.62,950.00,2.920,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 10/0.200 13/0.200 15/0.200 3.0,284.91,950.00,4.326,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 11/0.200 13/0.200 15/0.200 3.0,358.44,950.00,4.600,3.000,0.002927,1025.0,Свободная,4
С 3/0.400 13/0.200 14/0.200 15/0.200 3.0,373.07,950.00,2.486,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 5/0.200 8/0.200 13/0.200 3.0,284.84,950.00,4.001,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 5/0.200 13/0.200 14/0.200 3.0,309.91,950.00,3.631,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 13/0.200 3.0,360.86,950.00,2.395,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 14/0.200 3.0,310.96,950.00,3.151,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.200 9/0.200 15/0.200 3.0,257.87,950.00,4.898,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.200 10/0.200 14/0.200 3.0,275.23,950.00,4.237,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.200 13/0.200 15/0.200 3.0,358.39,950.00,2.568,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 8/0.200 14/0.200 15/0.200 3.0,308.39,950.00,3.444,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 9/0.200 10/0.200 13/0.200 3.0,293.79,950.00,3.853,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 9/0.200 11/0.200 13/0.200 3.0,368.49,950.00,4.039,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 9/0.200 13/0.200 15/0.200 3.0,328.60,950.00,3.154,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 9/0.200 14/0.200 15/0.200 3.0,282.57,950.00,4.375,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 10/0.200 13/0.200 14/0.200 3.0,350.13,950.00,2.793,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 10/0.200 13/0.200 15/0.200 3.0,290.89,950.00,4.316,3.000,0.002927,1025.0,Свободная,4
С 4/0.400 11/0.200 13/0.200 15/0.200 3.0,368.73,950.00,4.629,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 9/0.200 13/0.200 3.0,324.76,950.00,2.828,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 9/0.200 14/0.200 3.0,282.35,950.00,3.693,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 10/0.200 13/0.200 3.0,290.13,950.00,3.639,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 10/0.200 14/0.200 3.0,252.03,950.00,4.933,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 11/0.200 13/0.200 3.0,360.29,950.00,3.756,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 13/0.200 14/0.200 3.0,379.90,950.00,2.201,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 13/0.200 15/0.200 3.0,321.56,950.00,3.061,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 8/0.200 14/0.200 15/0.200 3.0,279.04,950.00,4.078,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.200 10/0.200 13/0.200 3.0,267.82,950.00,4.514,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.200 11/0.200 13/0.200 3.0,340.21,950.00,4.743,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.200 13/0.200 14/0.200 3.0,351.44,950.00,2.599,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 9/0.200 13/0.200 15/0.200 3.0,296.54,950.00,3.747,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 10/0.200 13/0.200 14/0.200 3.0,314.61,950.00,3.329,3.000,0.002927,1025.0,Свободная,4
С 5/0.400 11/0.200 13/0.200 14/0.200 3.0,385.81,950.00,3.462,3.000,0.002927,1025.0,Свободная,4
